rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
4.0,4.0,280,-23.569589,-46.6525158,3795160,3,6.4589836446915605,0
4.0,2.0,321,-23.5267865,-46.7311907,3099120,3,132.0,1
1.0,1.0,40,-23.5938703,-46.6723521,613916,3,111.31741907325834,0
4.0,4.0,355,-23.6109584,-46.6582695,4196120,2,56.13731591717916,0
4.0,2.0,250,-23.5468763,-46.6543217,2801600,3,306.2434032014175,0
3.0,3.0,260,-23.6261699,-46.6691236,2784140,1,205.08541291700953,0
2.0,2.0,75,-23.6440651,-46.7148076,518691,1,18.80546054562557,0
2.0,1.0,60,-23.5772341,-46.6360472,507717,2,114.0,1
3.0,1.0,85,-23.546458,-46.687811,821518,3,72.02420630089235,0
3.0,1.0,75,-23.6215299,-46.7312305,424010,2,133.84281667107,0
1.0,1.0,60,-23.552856,-46.654034,397995,3,35.0,1
6.0,6.0,500,-23.616236,-46.73269,3244770,1,119.71798724811877,0
3.0,2.0,150,-23.6067508,-46.7050392,1117590,3,92.0,1
3.0,4.0,217,-23.5933158,-46.6306592,2584340,3,139.19154058432093,0
3.0,2.0,129,-23.5357364,-46.6705105,795738,1,12.0,1
3.0,2.0,150,-23.5459384,-46.6538111,1499930,1,24.604668752994257,0
3.0,1.0,136,-23.5579552,-46.663506,1491870,3,148.73342624881533,0
2.0,1.0,60,-23.5749213,-46.6122532,333293,1,36.0,1
2.0,1.0,105,-23.5593256,-46.6688937,855449,1,29.558990849349044,0
3.0,2.0,175,-23.5463075,-46.6563019,1961120,2,18.0,1
2.0,1.0,120,-23.5700375,-46.6480156,1313520,1,195.31710753238474,0
4.0,5.0,274,-23.5336063,-46.6776899,3299920,1,238.13356736846328,0
4.0,6.0,384,-23.5368074,-46.6668152,4940640,1,4.0,1
2.0,2.0,70,-23.6059559,-46.6633639,1131270,3,104.0362004194358,0
1.0,1.0,40,-23.5352025,-46.7172848,307143,3,3.0,1
3.0,2.0,104,-23.4923713,-46.6379295,640331,3,273.0241196458124,0
3.0,2.0,210,-23.5457309,-46.6577247,2107660,3,33.0,1
1.0,1.0,38,-23.6171629,-46.7315267,191894,3,1.0,1
3.0,1.0,70,-23.5968178,-46.628636,510469,2,55.0,1
4.0,4.0,206,-23.6232341,-46.7195204,1805190,3,179.0,1
3.0,3.0,128,-23.55302,-46.567842,848990,1,28.52312665246892,0
3.0,1.0,210,-23.5619631,-46.663456,3116640,2,179.302988154086,0
2.0,1.0,71,-23.5399824,-46.6794053,713757,3,50.0,1
4.0,4.0,180,-23.4972239,-46.6320562,1030680,2,6.0,1
2.0,2.0,67,-23.602891,-46.6667692,995396,2,31.345302812038476,0
4.0,2.0,221,-23.5671796,-46.6549494,2806990,3,280.1680626807252,0
2.0,2.0,84,-23.5550735,-46.6742716,1098280,3,265.2839112119188,0
3.0,2.0,124,-23.5383936,-46.6808851,1010280,1,15.0,1
3.0,2.0,117,-23.6119927,-46.6818014,1221540,3,157.0,1
3.0,3.0,167,-23.5859792,-46.6256101,1361730,1,79.0,1
3.0,2.0,134,-23.5494397,-46.6433125,1594550,1,124.29814632537621,0
3.0,2.0,205,-23.532598,-46.685157,2318640,1,139.0,1
3.0,3.0,182,-23.528041,-46.6926528,1831380,1,54.55027043722387,0
3.0,2.0,98,-23.5522169,-46.6769493,1323020,1,244.7121638669911,0
2.0,2.0,96,-23.5439474,-46.6959278,1287320,2,244.0,1
3.0,2.0,86,-23.6255018,-46.6377571,775022,3,32.0,1
3.0,1.0,76,-23.5281581,-46.6861664,811085,1,72.0,1
2.0,1.0,72,-23.5740648,-46.6333835,449892,2,91.0,1
3.0,4.0,281,-23.5273042,-46.7274339,3044320,3,54.0,1
4.0,3.0,156,-23.5686717,-46.5946807,1052950,2,169.0,1
4.0,4.0,264,-23.5279785,-46.7305769,3015560,1,204.02671490446312,0
4.0,3.0,158,-23.5973169,-46.682109,1811740,3,227.41408390913895,0
2.0,1.0,58,-23.523908,-46.690369,519269,2,37.0,1
3.0,2.0,187,-23.572087,-46.6610585,2250720,1,176.3358513755661,0
2.0,1.0,74,-23.6144542,-46.6824649,780323,1,246.17909494795575,0
3.0,3.0,120,-23.5977201,-46.724231,864095,1,105.0,1
1.0,1.0,44,-23.5616491,-46.6680293,645485,1,85.04475628607291,0
3.0,1.0,110,-23.6036254,-46.6666374,1140550,3,60.0,1
2.0,1.0,99,-23.5816293,-46.691891,1310050,3,138.46950751224765,0
2.0,1.0,75,-23.6300605,-46.63968,601779,3,4.7572304376453145,0
1.0,1.0,44,-23.5713888,-46.6529866,596382,2,96.40041693654109,0
3.0,2.0,97,-23.627332,-46.719082,692696,1,56.0,1
4.0,2.0,176,-23.5881792,-46.6450006,1436180,1,66.0,1
4.0,4.0,205,-23.6062115,-46.6617643,3123550,1,22.986938255304878,0
1.0,1.0,38,-23.6127102,-46.6837266,445761,1,56.928197156773194,0
4.0,5.0,306,-23.6279746,-46.7344189,2198520,1,99.0,1
2.0,1.0,65,-23.5694927,-46.6368942,550026,3,41.029306617275296,0
3.0,1.0,400,-23.5631967,-46.6613989,4028780,2,225.58405241436392,0
2.0,1.0,72,-23.6091793,-46.639934,641052,3,159.9140625190658,0
3.0,2.0,180,-23.5819285,-46.6864682,3081650,3,212.3864797111484,0
3.0,3.0,221,-23.5694342,-46.5907483,1475210,3,50.0,1
4.0,2.0,200,-23.557245,-46.655405,1412640,2,80.0,1
1.0,1.0,45,-23.5428299,-46.6519958,462068,1,151.8842179505563,0
4.0,4.0,350,-23.5373376,-46.6560104,4484170,3,171.5404085001075,0
4.0,4.0,419,-23.6003294,-46.6629573,4651090,2,182.05898327700672,0
4.0,4.0,147,-23.5958918,-46.6406984,1763290,3,86.0,1
2.0,1.0,93,-23.534754,-46.6677822,865022,3,46.0,1
4.0,2.0,170,-23.6067644,-46.7059713,929266,1,65.0,1
4.0,4.0,161,-23.6219732,-46.6756984,1999050,2,107.64233197590823,0
2.0,1.0,51,-23.5542416,-46.6919048,769108,1,115.0,1
1.0,1.0,50,-23.601446,-46.717651,448240,2,168.0,1
3.0,3.0,176,-23.5519047,-46.5707172,1492330,2,35.96787530118491,0
2.0,1.0,60,-23.56781,-46.593604,451973,3,70.0,1
3.0,2.0,245,-23.6231098,-46.7316394,1573420,1,246.62323645538604,0
2.0,1.0,78,-23.5572358,-46.5905332,496521,3,95.0,1
2.0,2.0,56,-23.615987,-46.642736,535270,3,77.0,1
4.0,4.0,345,-23.6068912,-46.6959343,4437250,1,211.92094221526838,0
3.0,4.0,279,-23.5997953,-46.6715609,3029250,1,15.0,1
3.0,1.0,52,-23.5423554,-46.716605,442706,3,87.0,1
3.0,3.0,160,-23.5662264,-46.6548416,2168660,2,84.68322393923941,0
2.0,2.0,86,-23.538179,-46.682138,1041470,3,347.30472247013375,0
4.0,4.0,150,-23.564076,-46.6298627,1147970,1,19.631202252190985,0
4.0,3.0,230,-23.5586511,-46.600147,1735750,2,37.21472197943615,0
4.0,4.0,237,-23.5622576,-46.5950704,1848730,3,155.0,1
4.0,4.0,343,-23.5503549,-46.5926433,2544370,2,96.82700981081068,0
4.0,3.0,153,-23.5360741,-46.6690349,1500930,3,167.06700216819988,0
3.0,1.0,90,-23.5423907,-46.6836863,938895,3,135.13953410699827,0
4.0,3.0,230,-23.575109,-46.6493103,2810720,1,42.0,1
4.0,4.0,360,-23.5374406,-46.6618348,4853190,1,110.67918022001658,0
3.0,2.0,115,-23.5740598,-46.6479862,1846320,2,43.53839489420355,0
4.0,5.0,407,-23.6347054,-46.7146293,4039720,3,111.27452001630606,0
4.0,3.0,263,-23.5594222,-46.6653427,4936450,3,167.84191809615447,0
2.0,2.0,72,-23.5305216,-46.6894133,827177,3,199.6661409358124,0
4.0,4.0,292,-23.5319058,-46.7323597,2352900,3,43.29834191355627,0
3.0,4.0,212,-23.6161353,-46.6252205,1626960,1,28.0,1
3.0,2.0,110,-23.5704635,-46.6259472,942452,3,42.0,1
3.0,3.0,150,-23.5618907,-46.6656575,2327820,3,248.5423587274051,0
4.0,3.0,206,-23.5864219,-46.7284335,975146,3,143.9913178783098,0
4.0,3.0,307,-23.565769,-46.6595556,4374220,3,260.2890371774523,0
2.0,2.0,158,-23.5580023,-46.6652503,2578560,3,308.9352671006993,0
2.0,2.0,72,-23.6101512,-46.6355844,635437,3,151.2280295097688,0
4.0,2.0,300,-23.5995453,-46.6621442,3533470,2,290.8147178059119,0
3.0,2.0,155,-23.5429003,-46.6627248,1497030,3,14.0,1
4.0,3.0,141,-23.6177951,-46.7348308,1240420,2,69.06770788144142,0
4.0,3.0,200,-23.6014875,-46.672658,2346100,2,158.0,1
4.0,1.0,180,-23.6019232,-46.6677704,1887520,1,187.781834781875,0
3.0,1.0,74,-23.5592723,-46.6337432,939679,3,259.2506517373612,0
3.0,2.0,98,-23.5092964,-46.6531503,726279,2,35.0,1
4.0,2.0,260,-23.5365459,-46.6601978,2650610,3,327.75976947702657,0
4.0,3.0,220,-23.5460635,-46.6566171,2568030,1,115.81123309083605,0
2.0,2.0,130,-23.5304874,-46.6878238,1140600,3,236.0,1
3.0,1.0,170,-23.5673808,-46.6621486,2324540,1,88.09000961795591,0
3.0,2.0,105,-23.6029311,-46.6668136,1085410,3,184.6044016379473,0
2.0,1.0,75,-23.6029525,-46.644455,519088,3,173.0,1
4.0,2.0,200,-23.5723299,-46.6816389,4725870,1,321.7279211324877,0
3.0,5.0,297,-23.5560285,-46.6963899,3571710,2,2.0,1
3.0,3.0,201,-23.586532,-46.632633,2038200,1,48.229461509267054,0
3.0,1.0,97,-23.5543137,-46.6546635,791783,1,53.0,1
1.0,1.0,40,-23.5628354,-46.6436993,590150,3,350.44507309992355,0
1.0,2.0,104,-23.5975802,-46.6716415,1467220,2,244.83035607837238,0
2.0,1.0,78,-23.6424506,-46.6679472,558406,1,103.0,1
2.0,1.0,105,-23.563108,-46.6812429,1309940,3,318.8920408589422,0
4.0,4.0,272,-23.5924723,-46.6669965,3935630,3,61.235668852866496,0
2.0,1.0,85,-23.577627,-46.64196,572555,1,8.241198010651466,0
3.0,3.0,190,-23.636288,-46.7141,1690500,3,167.10480891218236,0
3.0,1.0,145,-23.532633,-46.660119,1219760,2,146.0,1
1.0,1.0,49,-23.6205684,-46.6772197,596097,1,354.198407111527,0
4.0,2.0,104,-23.5913033,-46.7291526,1035160,1,63.0,1
3.0,4.0,260,-23.5977164,-46.6477172,3469230,3,2.5771260943233187,0
2.0,1.0,70,-23.6356129,-46.6378875,437506,2,33.0,1
4.0,4.0,195,-23.6052168,-46.6543947,2772180,3,58.17199814854689,0
3.0,2.0,106,-23.6274807,-46.6072473,518652,3,56.0,1
4.0,2.0,110,-23.5711157,-46.6557978,1472290,2,95.0,1
3.0,3.0,210,-23.54401,-46.7220467,2419100,1,133.40808791323053,0
3.0,1.0,150,-23.5710758,-46.6583101,1561580,1,171.7913792752314,0
3.0,2.0,84,-23.6267187,-46.6355364,729034,3,354.53108784789407,0
3.0,1.0,80,-23.5354616,-46.6826897,773193,3,57.95111903926032,0
2.0,1.0,54,-23.5939425,-46.6741851,683464,1,56.0,1
3.0,2.0,106,-23.5276168,-46.6875398,1103230,3,214.20599376605117,0
3.0,2.0,95,-23.6046256,-46.6742853,1173140,1,159.93087940572812,0
3.0,3.0,110,-23.533503,-46.6823716,1010800,2,319.63048378276335,0
4.0,4.0,314,-23.5523872,-46.6990676,3759650,2,22.21863129459819,0
3.0,2.0,110,-23.60899,-46.636834,1016240,2,258.0784883918452,0
4.0,3.0,163,-23.5428026,-46.7259729,2207600,3,189.59483720295873,0
3.0,2.0,93,-23.5621748,-46.6955632,1073520,3,69.34311713018519,0
3.0,1.0,117,-23.5316775,-46.6833566,924559,1,47.0,1
2.0,2.0,56,-23.5656663,-46.642699,897577,1,89.02269040672769,0
4.0,4.0,241,-23.6364718,-46.7276921,2409150,3,160.6076130016187,0
2.0,2.0,114,-23.5509134,-46.6989117,1463450,1,50.0,1
1.0,1.0,51,-23.5000528,-46.6217615,284488,3,120.0,1
3.0,1.0,105,-23.5739402,-46.6311576,888504,2,38.0,1
3.0,1.0,178,-23.5630508,-46.6756261,2786650,3,170.90663060895895,0
3.0,1.0,100,-23.5575194,-46.6754242,1247560,2,332.58503265662836,0
4.0,4.0,390,-23.6059931,-46.7055279,2419840,3,118.16070635466919,0
2.0,1.0,97,-23.6026821,-46.6432603,780654,3,174.7916343142875,0
4.0,3.0,173,-23.6267187,-46.6355364,1501460,3,27.0,1
3.0,3.0,196,-23.609017,-46.6546217,2155080,2,17.0,1
2.0,1.0,90,-23.5460534,-46.6883352,869842,2,148.4078802336019,0
1.0,1.0,57,-23.537638,-46.652686,548276,3,58.0,1
3.0,2.0,113,-23.537056,-46.675717,1085050,1,38.0,1
3.0,2.0,136,-23.5630487,-46.6594335,1566690,3,201.0,1
4.0,3.0,284,-23.5983085,-46.6802537,4036450,1,24.0,1
4.0,3.0,250,-23.6120246,-46.7292487,1080210,2,88.0,1
4.0,3.0,287,-23.5791739,-46.6719892,3578230,3,280.34351872056413,0
1.0,1.0,48,-23.5512897,-46.6538025,486287,2,66.0,1
2.0,1.0,67,-23.6089775,-46.6323622,500593,2,108.0,1
4.0,4.0,460,-23.5431892,-46.6623947,4587900,2,330.73023855373236,0
2.0,1.0,53,-23.5927558,-46.6744323,700996,2,107.9457845883702,0
3.0,2.0,271,-23.536874,-46.6595862,2696100,2,110.80866441592774,0
3.0,2.0,116,-23.6073068,-46.6339379,1056320,2,14.0,1
4.0,4.0,340,-23.5631809,-46.680127,4896540,2,342.6341084289518,0
4.0,3.0,172,-23.6110862,-46.6573292,1747070,3,6.0,1
4.0,4.0,276,-23.5770609,-46.6347814,2635160,2,132.40376263645888,0
2.0,2.0,70,-23.556385,-46.653144,580476,1,245.0,1
4.0,3.0,230,-23.572087,-46.6610585,2768270,3,53.0,1
4.0,4.0,350,-23.5097595,-46.6507406,2595440,1,4.0,1
2.0,1.0,85,-23.5669452,-46.6904905,1060420,2,123.62667852134034,0
4.0,3.0,221,-23.6249139,-46.6957298,2393510,1,20.28364061600103,0
2.0,1.0,106,-23.5418023,-46.6830782,1045360,1,29.0,1
2.0,1.0,66,-23.540413,-46.677478,625627,3,7.0,1
3.0,2.0,85,-23.5574067,-46.5951543,629527,2,150.0,1
1.0,1.0,40,-23.537718,-46.652883,353717,2,31.0,1
2.0,2.0,84,-23.5641928,-46.6433295,1333630,1,285.1442383422932,0
3.0,2.0,116,-23.6239158,-46.7349667,542061,1,43.0,1
2.0,1.0,67,-23.6047221,-46.6737663,803711,2,67.06627079177451,0
4.0,5.0,348,-23.534208,-46.661043,4701570,1,118.25285292730047,0
4.0,2.0,148,-23.553258,-46.6884949,1442450,1,41.58139753700362,0
3.0,2.0,230,-23.5655005,-46.6616782,2661890,2,207.0,1
4.0,3.0,220,-23.4943854,-46.6199792,2105350,2,16.252154228590975,0
5.0,7.0,517,-23.6366667,-46.73,3965470,1,83.0,1
3.0,1.0,350,-23.5674899,-46.6494727,3494160,2,231.56157763644805,0
3.0,1.0,160,-23.5687196,-46.6457724,1462370,2,270.90514675409463,0
3.0,3.0,239,-23.6105308,-46.6804342,1627560,2,34.17710137514396,0
3.0,1.0,97,-23.5974267,-46.6336921,750631,3,40.09169857677704,0
4.0,4.0,158,-23.534686,-46.6719286,2140780,3,315.581979973915,0
3.0,1.0,97,-23.5408977,-46.6519375,867152,1,20.0,1
2.0,1.0,69,-23.6013894,-46.6785488,643982,2,14.0,1
4.0,2.0,310,-23.5631084,-46.6619273,4648840,3,89.26191714432956,0
3.0,2.0,86,-23.5945758,-46.6111696,901192,2,93.87096531600527,0
3.0,2.0,120,-23.5713184,-46.6349529,832444,3,2.483494377011688,0
4.0,3.0,180,-23.5937799,-46.6756906,2015760,3,30.0,1
3.0,4.0,500,-23.5097595,-46.6507406,3707770,3,62.0,1
2.0,1.0,90,-23.5889563,-46.6457352,809176,3,10.0,1
3.0,2.0,99,-23.6281039,-46.6331001,683524,2,6.0,1
1.0,2.0,82,-23.6343185,-46.7242968,738236,3,34.83362582435372,0
2.0,1.0,62,-23.5798147,-46.5918896,394670,3,15.716516977119156,0
4.0,5.0,440,-23.6196031,-46.6784854,3909280,3,355.4937111418063,0
2.0,1.0,75,-23.5380023,-46.6614989,581792,3,112.47198365671314,0
3.0,3.0,300,-23.5707406,-46.6312928,2229270,3,106.0,1
4.0,3.0,161,-23.6119181,-46.7362221,1004670,2,100.0,1
3.0,4.0,295,-23.5411075,-46.721911,4088470,2,196.79845048028704,0
3.0,2.0,94,-23.6039811,-46.6680241,1451390,2,322.45195103577885,0
4.0,2.0,117,-23.6037614,-46.669268,1446700,2,191.86844692130302,0
2.0,1.0,70,-23.6171711,-46.6412951,499791,2,37.005419168227306,0
3.0,3.0,94,-23.6155788,-46.6422768,848822,3,16.0,1
3.0,3.0,217,-23.5452767,-46.697075,2594280,3,12.374548213384697,0
4.0,2.0,302,-23.5631416,-46.6727453,4171180,3,309.6922428765874,0
4.0,6.0,600,-23.6079629,-46.7064062,4805170,3,266.7780589721254,0
3.0,3.0,179,-23.634641,-46.732182,1398120,1,31.0,1
3.0,1.0,160,-23.5837558,-46.6713072,1876510,2,79.0,1
4.0,4.0,267,-23.6364934,-46.7378836,1769380,1,96.80225317234873,0
2.0,1.0,65,-23.5764146,-46.6064224,681134,1,105.18710538937029,0
3.0,1.0,125,-23.5998426,-46.6644322,1132350,3,95.98460926277134,0
4.0,3.0,242,-23.5611284,-46.6908237,3017890,1,117.0,1
2.0,1.0,100,-23.6104798,-46.6609109,1037550,2,332.6827556055261,0
4.0,4.0,430,-23.6092537,-46.7083479,2538070,1,42.0,1
2.0,1.0,60,-23.6059303,-46.6407454,471613,2,72.9944868860246,0
3.0,4.0,195,-23.6139098,-46.7394285,1267600,1,88.80063807015496,0
2.0,2.0,138,-23.6311642,-46.6681986,1269150,2,37.135452205427015,0
2.0,1.0,91,-23.5531028,-46.6805127,726755,1,267.06255349979466,0
3.0,1.0,190,-23.5612438,-46.6575082,2787320,1,23.621899844185712,0
3.0,5.0,300,-23.6135437,-46.7266095,1630940,2,24.0,1
2.0,2.0,74,-23.558815,-46.6669749,1180850,2,22.0,1
3.0,2.0,90,-23.586914,-46.633243,819930,3,31.0,1
3.0,1.0,114,-23.5583578,-46.6803623,1422220,3,23.198221715924277,0
3.0,3.0,172,-23.6219248,-46.7393416,1650730,3,97.42008383906219,0
3.0,3.0,260,-23.6080363,-46.7021718,2131020,3,56.0619263685637,0
3.0,3.0,198,-23.5994657,-46.6800771,2780610,1,152.0,1
2.0,1.0,98,-23.5710868,-46.6477333,867119,2,102.0,1
4.0,4.0,280,-23.5436653,-46.6633724,4358870,2,107.87969469749096,0
1.0,1.0,55,-23.5415923,-46.6515636,465527,1,82.0,1
4.0,3.0,173,-23.5439464,-46.5678545,1466890,3,50.28600464524749,0
3.0,2.0,167,-23.5616953,-46.665948,2291950,2,4.923002390490803,0
4.0,3.0,154,-23.541438,-46.685859,1942010,3,90.47517556682035,0
2.0,1.0,64,-23.611084,-46.6404657,490297,2,252.26603322750722,0
1.0,1.0,33,-23.5813151,-46.6755114,464756,3,150.30763535252592,0
3.0,2.0,103,-23.5786505,-46.644472,823974,2,21.0,1
3.0,3.0,90,-23.6147182,-46.6243296,835251,3,95.0,1
3.0,1.0,94,-23.6389946,-46.6318214,813472,2,10.734257196342401,0
2.0,3.0,141,-23.5890543,-46.6477154,2169890,3,205.67077189192335,0
2.0,1.0,70,-23.6248525,-46.6335847,548985,2,112.0,1
4.0,2.0,228,-23.544072,-46.656637,2624450,1,270.79419774104497,0
2.0,1.0,100,-23.5643153,-46.6677466,1517690,2,9.116239693374958,0
3.0,1.0,84,-23.604875,-46.6941388,779896,3,28.0,1
4.0,5.0,400,-23.6364718,-46.7276921,4503470,1,135.2688122226151,0
3.0,1.0,110,-23.5606242,-46.676245,1054340,2,44.0,1
3.0,2.0,99,-23.5291045,-46.7257368,1158180,3,178.0663125267643,0
4.0,4.0,409,-23.5767089,-46.602818,3540830,3,47.077919535672784,0
1.0,1.0,63,-23.5200238,-46.6758981,738176,3,193.0,1
3.0,1.0,261,-23.569844,-46.6333122,1495650,2,47.0,1
1.0,1.0,43,-23.5342895,-46.7186124,489871,3,78.07540309845491,0
1.0,1.0,60,-23.5612472,-46.6824317,748535,3,187.0,1
2.0,2.0,130,-23.6140745,-46.6613074,1446260,2,24.0,1
3.0,2.0,210,-23.532449,-46.703302,1766740,3,229.0,1
4.0,2.0,170,-23.5945466,-46.6675934,2376480,1,43.25732511090953,0
2.0,2.0,66,-23.5816933,-46.6345218,794796,1,88.9712235700034,0
3.0,2.0,167,-23.5594468,-46.678318,2183490,3,28.30299601173353,0
4.0,3.0,239,-23.6046874,-46.6551342,2653080,3,355.48935374729075,0
3.0,2.0,210,-23.5736446,-46.6593541,2396740,2,21.0,1
2.0,1.0,60,-23.6175753,-46.5965765,293576,1,110.0,1
2.0,2.0,79,-23.641774,-46.7201059,855203,2,327.16264881599346,0
3.0,3.0,126,-23.605358,-46.7081159,1025500,2,73.73232987378594,0
4.0,4.0,335,-23.5767089,-46.602818,2900190,1,20.0,1
4.0,4.0,312,-23.5384874,-46.6629745,4434340,2,279.07085590503584,0
3.0,2.0,88,-23.5995036,-46.6060805,654291,1,69.0,1
3.0,2.0,176,-23.5516845,-46.6874018,1512890,2,98.61741306797369,0
3.0,1.0,112,-23.5405102,-46.6829027,870706,3,13.656719914446631,0
3.0,3.0,210,-23.5333864,-46.6844408,1958070,3,78.0,1
4.0,4.0,192,-23.5334576,-46.6845603,2225920,2,81.1525957607287,0
3.0,1.0,130,-23.5784983,-46.6213638,687317,1,150.14044992398973,0
3.0,2.0,83,-23.5635794,-46.6991836,803774,2,41.0,1
3.0,2.0,112,-23.5275259,-46.6892542,941172,3,22.0,1
3.0,2.0,207,-23.5740795,-46.6572028,2430310,1,238.92393408037498,0
4.0,5.0,373,-23.5739061,-46.6359964,4157740,3,291.5055528504844,0
4.0,3.0,175,-23.6390494,-46.7007211,1854390,2,182.0,1
3.0,2.0,86,-23.5048134,-46.6770845,434440,1,51.10819314070736,0
3.0,2.0,47,-23.6228566,-46.7262469,417722,1,26.0,1
4.0,7.0,231,-23.6053946,-46.7040627,1696950,1,148.0,1
2.0,2.0,94,-23.5548043,-46.6871301,1076130,1,9.0,1
3.0,4.0,257,-23.5327202,-46.6749101,2026570,1,29.0,1
2.0,1.0,55,-23.629971,-46.7384251,431176,3,7.0,1
2.0,1.0,67,-23.6075013,-46.6535825,784247,1,170.46296328188356,0
1.0,1.0,35,-23.6259448,-46.6389335,351904,3,42.60498569050255,0
4.0,2.0,152,-23.5360559,-46.6862435,1510760,2,79.15349047912744,0
3.0,1.0,86,-23.6136429,-46.6439138,702356,1,35.0,1
4.0,4.0,300,-23.5541427,-46.5689368,2181310,3,181.0,1
3.0,2.0,142,-23.535524,-46.6748825,1611940,2,21.921007156128614,0
3.0,1.0,73,-23.6255028,-46.7215823,870032,1,72.21934910970245,0
3.0,2.0,120,-23.5224724,-46.7231973,1111100,1,326.68527303192633,0
3.0,1.0,75,-23.6082701,-46.6332322,606917,1,69.0,1
4.0,3.0,310,-23.5726506,-46.6583399,3991790,3,150.36541137202195,0
3.0,1.0,168,-23.5654998,-46.6493987,1395800,2,17.0,1
2.0,1.0,165,-23.5847463,-46.6437367,1571300,2,161.0,1
4.0,3.0,258,-23.617124,-46.6240514,1689800,2,5.0,1
4.0,4.0,242,-23.6110964,-46.7318314,1413480,1,204.0,1
2.0,2.0,86,-23.6262129,-46.6744411,1237330,1,216.08094132238327,0
2.0,2.0,64,-23.5421448,-46.6830409,622143,1,107.90500905779191,0
3.0,1.0,135,-23.5729395,-46.6573731,1337160,1,8.0,1
3.0,1.0,70,-23.528867,-46.70676,584011,1,99.91080157514479,0
4.0,4.0,307,-23.586877,-46.6848684,3937880,2,236.4855198835305,0
3.0,3.0,151,-23.535795,-46.703285,1294590,1,44.0,1
2.0,2.0,85,-23.5642107,-46.6299344,741839,1,135.0,1
2.0,1.0,75,-23.5649832,-46.6644964,964373,1,159.19781552770093,0
3.0,1.0,98,-23.5602792,-46.6633538,1069280,3,35.94748059416867,0
4.0,3.0,277,-23.6017518,-46.6723492,2683170,2,26.0,1
3.0,3.0,188,-23.5570422,-46.6883386,1953460,3,71.0,1
1.0,1.0,38,-23.6225658,-46.6829179,434778,2,26.0,1
3.0,1.0,98,-23.5807601,-46.6767749,1099230,2,133.97492435169886,0
3.0,1.0,118,-23.5263943,-46.6766147,493339,3,132.5170273516906,0
4.0,3.0,190,-23.5351429,-46.6697666,2802520,3,55.69943409667132,0
4.0,4.0,400,-23.5373493,-46.6682195,4778940,1,329.85763489036975,0
3.0,1.0,88,-23.538925,-46.680906,820534,2,243.79606309026616,0
4.0,3.0,216,-23.6117444,-46.6585231,2396520,3,76.0,1
4.0,3.0,121,-23.538433,-46.682842,1313980,1,264.0,1
3.0,1.0,105,-23.6027917,-46.6755653,922917,2,325.07691696058293,0
3.0,2.0,120,-23.6159551,-46.6794418,1184180,3,121.51979298349927,0
4.0,3.0,173,-23.5598214,-46.6689877,2975260,1,27.916420585768684,0
3.0,2.0,74,-23.5529791,-46.6510896,1427460,3,358.1007165674741,0
3.0,1.0,120,-23.6276816,-46.6904387,823312,1,86.0,1
4.0,3.0,190,-23.5683954,-46.6576121,2331560,1,185.0,1
4.0,4.0,340,-23.6292479,-46.731285,2010190,2,152.0,1
3.0,2.0,98,-23.539176,-46.681778,1059810,2,23.0,1
2.0,2.0,180,-23.5519403,-46.6984544,2178700,1,21.008070049651778,0
4.0,3.0,120,-23.5650862,-46.5910806,1010540,2,36.84073440148373,0
2.0,1.0,50,-23.6409557,-46.6407844,387127,3,17.0,1
2.0,2.0,121,-23.6066333,-46.6322265,1219260,3,28.0,1
3.0,2.0,160,-23.6014338,-46.6355275,1973680,3,6.574717844179561,0
3.0,2.0,107,-23.5860971,-46.7176571,1325040,2,151.0253805077622,0
3.0,2.0,250,-23.5608027,-46.69668,3118900,1,66.5822579927768,0
2.0,1.0,78,-23.5786613,-46.6351282,383861,1,11.0,1
3.0,3.0,140,-23.5724633,-46.6372709,1488130,1,41.16356709828366,0
3.0,2.0,130,-23.6045972,-46.6697419,1685450,3,69.0,1
3.0,2.0,108,-23.5906104,-46.6481548,1518450,3,55.110807756222194,0
2.0,1.0,90,-23.5789753,-46.6536918,845041,3,225.64253249159782,0
4.0,2.0,142,-23.5767089,-46.602818,1229330,2,236.48643705438164,0
3.0,2.0,180,-23.567398,-46.6645021,2640620,1,293.0176029316066,0
4.0,4.0,190,-23.5329342,-46.6783255,2644830,3,149.90813068375732,0
1.0,1.0,40,-23.552438,-46.6504861,426813,3,2.0,1
2.0,1.0,91,-23.5908998,-46.6407672,536327,1,33.47713577222048,0
2.0,2.0,83,-23.6262328,-46.6942836,923171,3,100.0,1
2.0,1.0,56,-23.5562845,-46.6428181,580051,3,41.0,1
3.0,3.0,230,-23.5984929,-46.6620682,2999330,3,247.920725014477,0
4.0,2.0,136,-23.5370414,-46.6693585,1079430,3,6.0,1
4.0,5.0,200,-23.5986784,-46.6646692,2862070,3,262.57121006133605,0
3.0,2.0,140,-23.6093654,-46.6588744,1482340,3,152.0,1
4.0,3.0,115,-23.645926,-46.6660572,1035150,2,48.0,1
1.0,1.0,43,-23.5334836,-46.6815253,479663,1,261.3679614052863,0
3.0,2.0,80,-23.605195,-46.62193,796288,2,107.0,1
3.0,2.0,160,-23.5703294,-46.6554172,1901920,1,102.25166759005968,0
3.0,3.0,128,-23.4925009,-46.6392295,794249,3,2.0,1
2.0,2.0,94,-23.6257899,-46.6363707,829734,3,118.5481208347366,0
