rooms,garages,useful_area,latitude,longitude,value,interior_quality
1.0,1.0,35,-23.5340275,-46.6892252,333572,3
4.0,4.0,200,-23.6021224,-46.6684224,3099540,1
3.0,1.0,97,-23.5948853,-46.6753852,895316,2
1.0,1.0,41,-23.6051605,-46.6682652,615032,3
2.0,1.0,54,-23.6036789,-46.6947578,550875,3
2.0,1.0,80,-23.615848,-46.6251765,540477,2
3.0,2.0,160,-23.5611669,-46.578667,965048,1
2.0,1.0,82,-23.6023129,-46.6005648,539478,3
3.0,2.0,80,-23.5333621,-46.6724835,771688,1
4.0,2.0,458,-23.5658957,-46.6488843,3872510,1
4.0,3.0,210,-23.6170968,-46.6793154,1958880,1
4.0,2.0,140,-23.6118276,-46.662169,1408870,3
2.0,2.0,80,-23.609999,-46.613381,843471,2
3.0,1.0,158,-23.5676796,-46.6467903,1344750,3
3.0,2.0,110,-23.6091609,-46.7349482,1021180,3
4.0,4.0,221,-23.5768211,-46.6482083,3046250,3
4.0,3.0,185,-23.6060907,-46.7013914,1593660,2
4.0,3.0,173,-23.6390494,-46.7007211,1833200,2
3.0,2.0,100,-23.5792996,-46.5894969,688938,1
3.0,2.0,133,-23.4990862,-46.6443129,1100380,1
4.0,3.0,347,-23.5922296,-46.6289032,4002710,1
4.0,2.0,180,-23.5669939,-46.6606564,2625430,1
3.0,3.0,280,-23.5628589,-46.6686466,3361870,1
4.0,5.0,401,-23.6205318,-46.7361626,3147980,2
4.0,4.0,337,-23.546665,-46.716166,3642520,3
1.0,1.0,35,-23.5723803,-46.6549271,670733,2
2.0,1.0,65,-23.6121683,-46.6246147,503523,2
2.0,3.0,120,-23.6270258,-46.6669658,1703080,2
2.0,1.0,52,-23.626795,-46.6360261,439115,1
2.0,1.0,55,-23.6140745,-46.6613074,611878,3
3.0,2.0,70,-23.6194625,-46.7315866,616747,1
3.0,3.0,167,-23.5368308,-46.655864,2105260,2
3.0,2.0,229,-23.5679599,-46.666116,3359460,2
2.0,1.0,119,-23.5623639,-46.6612909,1578130,3
4.0,3.0,200,-23.5343875,-46.6664419,1931540,3
3.0,3.0,250,-23.6051661,-46.7057382,1593920,3
4.0,2.0,138,-23.531336,-46.703409,1296070,2
2.0,2.0,52,-23.5378033,-46.6755153,528550,3
3.0,2.0,90,-23.5536069,-46.6892345,983499,1
4.0,4.0,303,-23.6471752,-46.700534,2293530,1
4.0,4.0,275,-23.5767292,-46.6461395,3908560,1
4.0,2.0,130,-23.5223085,-46.7338371,1242270,2
3.0,3.0,146,-23.5793924,-46.6335259,1425280,1
3.0,2.0,72,-23.6164351,-46.633683,693060,3
3.0,2.0,225,-23.5469261,-46.6602861,2619070,1
3.0,3.0,230,-23.6087203,-46.7071037,1523460,2
3.0,3.0,180,-23.6046256,-46.6742853,2222800,3
3.0,2.0,229,-23.5260428,-46.6826571,2472720,2
3.0,2.0,188,-23.5389763,-46.6550301,1834880,3
3.0,3.0,200,-23.6000081,-46.6878647,2828550,2
2.0,2.0,106,-23.60971,-46.613666,854629,2
3.0,1.0,98,-23.5372102,-46.6714813,656019,1
1.0,1.0,35,-23.5954783,-46.6483734,304804,2
1.0,1.0,34,-23.6264546,-46.7360717,255133,3
3.0,2.0,105,-23.5579018,-46.6663075,923515,1
3.0,1.0,170,-23.5318264,-46.6668,1345210,3
3.0,2.0,179,-23.5647566,-46.661703,1573160,3
3.0,3.0,145,-23.5723428,-46.6344635,1731650,2
4.0,3.0,130,-23.5375984,-46.5779732,1102290,2
4.0,5.0,480,-23.6152626,-46.6779016,4467240,1
3.0,2.0,140,-23.5630487,-46.6594335,1612770,2
4.0,2.0,350,-23.5503774,-46.7179889,2896450,3
4.0,3.0,320,-23.5560658,-46.7140034,4166870,2
3.0,2.0,170,-23.5806498,-46.6737666,2201750,2
2.0,1.0,94,-23.5434451,-46.6836912,927014,3
1.0,1.0,30,-23.5645645,-46.6488233,311991,3
3.0,2.0,87,-23.541639,-46.6943393,890951,3
1.0,1.0,40,-23.5623495,-46.6675162,607076,2
2.0,2.0,108,-23.5621248,-46.6423488,918693,2
3.0,1.0,86,-23.6040174,-46.6294411,609857,3
3.0,2.0,100,-23.4941599,-46.6312677,738547,3
2.0,1.0,87,-23.5622852,-46.6655823,1276300,2
2.0,1.0,80,-23.6073144,-46.6587265,952672,3
2.0,1.0,93,-23.6277375,-46.6667081,864683,1
3.0,2.0,143,-23.613009,-46.6848526,1613090,1
1.0,1.0,36,-23.6196036,-46.6831019,484455,2
2.0,1.0,54,-23.5930224,-46.6296421,634534,3
3.0,2.0,155,-23.5604273,-46.6652229,1550320,3
2.0,2.0,132,-23.6069955,-46.69516,1722540,2
2.0,1.0,158,-23.5319058,-46.7323597,1273140,3
4.0,2.0,170,-23.5942075,-46.6710841,2116990,2
1.0,1.0,60,-23.5662943,-46.6571649,665606,1
2.0,1.0,65,-23.6106618,-46.7060458,360927,3
4.0,4.0,225,-23.6295948,-46.7225614,1522080,3
3.0,3.0,150,-23.5989619,-46.6318012,1801150,2
4.0,4.0,341,-23.6208425,-46.6845247,4056900,2
2.0,2.0,50,-23.5785249,-46.5925627,327894,1
2.0,1.0,70,-23.6040718,-46.6682185,714446,3
4.0,3.0,305,-23.5297561,-46.6832,2855170,3
3.0,2.0,98,-23.5969456,-46.6476418,1297590,3
2.0,1.0,57,-23.6049894,-46.6698951,641170,1
2.0,2.0,108,-23.6041301,-46.6945577,1544890,3
3.0,3.0,140,-23.558009,-46.692372,1521400,1
3.0,2.0,280,-23.5654365,-46.6695665,4709280,1
3.0,3.0,194,-23.606507,-46.6546188,1643580,3
2.0,1.0,90,-23.5744485,-46.632681,561439,2
3.0,1.0,150,-23.538954,-46.6582542,1367060,2
4.0,3.0,158,-23.5332868,-46.6854913,1910240,3
4.0,3.0,227,-23.5408231,-46.680492,2172130,3
1.0,1.0,48,-23.6216191,-46.6377947,287259,1
3.0,2.0,225,-23.5641704,-46.6579093,2674710,2
3.0,2.0,71,-23.634242,-46.7352068,846195,2
1.0,1.0,45,-23.5591182,-46.6632761,682961,2
2.0,2.0,82,-23.6007618,-46.6446961,718114,3
4.0,3.0,260,-23.6242886,-46.7386736,1761230,2
3.0,1.0,145,-23.533227,-46.66013,1179040,3
3.0,2.0,106,-23.5957325,-46.6455162,1365390,3
2.0,1.0,57,-23.6200756,-46.6375388,586806,2
3.0,1.0,121,-23.5618118,-46.6711951,1494800,2
3.0,1.0,155,-23.5724572,-46.6473135,1464400,2
4.0,3.0,247,-23.4925009,-46.6392295,1532650,3
3.0,1.0,62,-23.5423554,-46.716605,527842,3
2.0,1.0,56,-23.61851,-46.6342298,439722,2
4.0,3.0,285,-23.5656876,-46.6621635,4473350,3
1.0,1.0,28,-23.5528778,-46.6569526,380752,1
3.0,2.0,73,-23.6243354,-46.7290294,522054,1
3.0,3.0,130,-23.5428343,-46.6877319,1530480,2
4.0,3.0,308,-23.5654343,-46.662016,4414840,1
3.0,3.0,228,-23.6053027,-46.7083063,1562890,2
4.0,3.0,292,-23.6068912,-46.6959343,3755590,2
3.0,1.0,74,-23.5611669,-46.578667,446334,3
4.0,3.0,138,-23.5767292,-46.6461395,1961380,2
2.0,1.0,80,-23.5419578,-46.6749786,617394,3
3.0,1.0,146,-23.539413,-46.6694801,1139590,3
4.0,2.0,151,-23.606105,-46.616972,1294920,1
1.0,1.0,45,-23.5524863,-46.6565265,403268,2
3.0,2.0,176,-23.603997,-46.620972,1561300,2
4.0,2.0,146,-23.5949076,-46.6750767,1760970,1
2.0,1.0,82,-23.564859,-46.6484828,723963,1
3.0,4.0,228,-23.609101,-46.6564585,2379580,2
3.0,2.0,201,-23.5698548,-46.6636634,2187270,1
4.0,2.0,205,-23.5742051,-46.6464657,2306000,3
4.0,6.0,274,-23.6209483,-46.6960627,3581710,1
5.0,4.0,510,-23.6198459,-46.7369545,3087190,3
3.0,3.0,217,-23.6201447,-46.6727019,2179950,2
4.0,4.0,288,-23.5716633,-46.6499803,4076360,3
4.0,2.0,117,-23.6270326,-46.6959857,1240990,3
3.0,2.0,105,-23.5915834,-46.6229105,1259690,1
3.0,2.0,185,-23.5654523,-46.6449708,1407720,2
4.0,4.0,250,-23.4968963,-46.6309767,2127750,3
3.0,2.0,210,-23.6117178,-46.68313,2011010,3
3.0,2.0,139,-23.537596,-46.6588904,1253240,3
3.0,2.0,80,-23.5538576,-46.57173,444268,3
2.0,2.0,93,-23.6151197,-46.6856933,1217580,3
3.0,2.0,119,-23.5383964,-46.6768113,1374770,2
3.0,2.0,100,-23.52534,-46.6933157,670255,3
3.0,1.0,110,-23.5425981,-46.6523293,1232700,3
3.0,1.0,140,-23.5610434,-46.6955537,1746580,2
3.0,4.0,220,-23.6044886,-46.7262292,1410450,3
4.0,3.0,176,-23.6345426,-46.7258479,1422240,1
4.0,4.0,280,-23.5330014,-46.6716477,3423350,1
3.0,3.0,230,-23.533503,-46.6823716,2113500,2
4.0,3.0,169,-23.5697735,-46.6369671,2062200,3
4.0,2.0,270,-23.54256,-46.6617467,2610280,3
3.0,2.0,247,-23.5610323,-46.6608917,3623520,2
2.0,1.0,70,-23.6228093,-46.6409707,544592,3
3.0,1.0,90,-23.5482116,-46.6900723,790355,1
2.0,1.0,120,-23.6089795,-46.630734,841683,3
3.0,1.0,68,-23.533634,-46.680168,793517,2
2.0,1.0,56,-23.597334,-46.738065,488651,2
4.0,4.0,208,-23.5288428,-46.5694502,1451740,2
4.0,3.0,175,-23.6209808,-46.6855781,1996880,1
3.0,1.0,92,-23.6356712,-46.6979238,731171,3
3.0,3.0,150,-23.5614147,-46.6811806,1961220,3
3.0,2.0,84,-23.6227609,-46.6363401,823598,1
4.0,2.0,184,-23.5302242,-46.575694,1560160,1
4.0,4.0,248,-23.585134,-46.632858,2630390,3
2.0,1.0,72,-23.5446744,-46.708042,954433,1
3.0,2.0,290,-23.559654,-46.6823574,2755810,3
3.0,1.0,136,-23.5484754,-46.660138,1524070,2
2.0,1.0,100,-23.5371987,-46.6696167,823804,3
3.0,1.0,110,-23.5714212,-46.711191,725413,3
3.0,3.0,240,-23.5754416,-46.6460858,2176560,2
2.0,2.0,110,-23.5662943,-46.6571649,1220280,3
2.0,1.0,93,-23.5621401,-46.6764303,841799,1
3.0,1.0,100,-23.5715677,-46.6134853,935691,1
3.0,4.0,220,-23.6083964,-46.654563,2136500,3
4.0,2.0,400,-23.5377913,-46.6613901,3025340,2
4.0,3.0,113,-23.5431228,-46.5675631,685659,3
3.0,3.0,136,-23.53375,-46.680375,1809310,2
2.0,1.0,96,-23.5425716,-46.6541162,918437,1
3.0,3.0,112,-23.557341,-46.6797854,1388020,3
4.0,4.0,172,-23.6165466,-46.6823052,2229640,3
4.0,2.0,168,-23.5735235,-46.6461228,1672650,2
2.0,1.0,100,-23.6210444,-46.6409705,628684,3
4.0,2.0,161,-23.5791739,-46.6719892,2007300,1
3.0,1.0,180,-23.5489885,-46.6505192,1632750,3
4.0,3.0,234,-23.5553804,-46.7377458,1647870,2
3.0,1.0,135,-23.5762962,-46.6449459,1376090,1
4.0,4.0,225,-23.5290648,-46.6728167,2403010,3
2.0,3.0,217,-23.5590171,-46.6664207,3690630,1
2.0,1.0,85,-23.5686246,-46.6571225,1152100,3
2.0,2.0,126,-23.5611669,-46.578667,759975,1
4.0,3.0,223,-23.6256943,-46.7183279,2657770,1
4.0,4.0,178,-23.6225396,-46.6739752,1980200,3
3.0,3.0,210,-23.5605358,-46.6966503,2277710,1
3.0,2.0,114,-23.6249947,-46.6233657,835711,1
3.0,3.0,176,-23.6197114,-46.6404614,1729790,3
4.0,4.0,225,-23.607107,-46.6535295,2548780,1
2.0,2.0,76,-23.5330178,-46.6757714,878005,2
3.0,3.0,195,-23.5955223,-46.6692071,2003330,1
4.0,2.0,293,-23.5571951,-46.6627533,3875850,2
2.0,1.0,78,-23.5317146,-46.684745,601284,1
1.0,2.0,68,-23.601446,-46.717651,609607,1
3.0,1.0,125,-23.5780077,-46.6120502,694786,1
3.0,1.0,250,-23.5963062,-46.6757069,2524760,2
3.0,1.0,70,-23.5423554,-46.716605,595951,1
4.0,4.0,400,-23.5463169,-46.6933378,4088950,3
4.0,4.0,256,-23.5315501,-46.7161424,2289640,1
3.0,2.0,96,-23.5550636,-46.6923155,1281420,3
4.0,2.0,117,-23.5608129,-46.6057828,866526,1
3.0,1.0,110,-23.5731476,-46.6478756,1266280,3
4.0,2.0,90,-23.5994853,-46.6123133,592110,2
3.0,2.0,90,-23.5580671,-46.6764489,1103380,3
1.0,1.0,41,-23.535689,-46.655478,539619,2
3.0,3.0,112,-23.5346105,-46.6820886,1136890,3
1.0,1.0,41,-23.5908174,-46.6336338,576449,1
2.0,2.0,75,-23.6336041,-46.7141935,813159,3
2.0,1.0,73,-23.5486537,-46.5953517,472208,2
2.0,1.0,60,-23.5603178,-46.6967032,728784,3
4.0,4.0,326,-23.6331112,-46.7336249,1971270,2
3.0,2.0,71,-23.5285937,-46.7278818,681984,2
3.0,2.0,266,-23.5612173,-46.6525543,2343860,1
3.0,2.0,88,-23.6013646,-46.642613,916321,1
4.0,2.0,340,-23.545999,-46.5680347,2264940,3
3.0,2.0,88,-23.5739513,-46.6053806,843123,2
1.0,1.0,39,-23.5841134,-46.6057624,256581,3
3.0,2.0,190,-23.6084106,-46.7255532,1336560,3
4.0,4.0,215,-23.5992885,-46.7241635,1566160,3
4.0,4.0,192,-23.5211274,-46.7103302,1609830,2
2.0,2.0,74,-23.6143191,-46.6884839,1041680,3
4.0,5.0,473,-23.5757319,-46.6503828,4846010,3
3.0,1.0,87,-23.6009795,-46.6450194,824260,1
4.0,2.0,208,-23.6127458,-46.6820004,2026430,3
2.0,2.0,352,-23.5909149,-46.7300387,2287020,1
2.0,2.0,85,-23.6011079,-46.7161175,1043550,2
2.0,1.0,90,-23.5617315,-46.6662038,1320310,2
4.0,2.0,170,-23.5729407,-46.6493936,2035740,1
4.0,4.0,257,-23.584175,-46.6460431,2747320,1
4.0,3.0,136,-23.5270023,-46.7279342,1270520,3
2.0,2.0,81,-23.5676001,-46.6583807,900008,2
4.0,4.0,250,-23.5615332,-46.6649535,3382560,1
1.0,1.0,28,-23.554705,-46.651747,247141,1
4.0,2.0,120,-23.6075148,-46.6544005,1225560,2
2.0,1.0,64,-23.6194625,-46.7315866,563883,1
4.0,2.0,204,-23.5754416,-46.6460858,1850070,1
3.0,2.0,268,-23.544273,-46.660933,2327090,2
2.0,1.0,52,-23.6149954,-46.5969541,254433,3
3.0,2.0,73,-23.5290545,-46.6856552,674133,1
4.0,4.0,252,-23.6123367,-46.6856745,3341960,3
1.0,1.0,54,-23.571008,-46.631979,509264,3
4.0,6.0,380,-23.6061164,-46.7044439,3104310,3
2.0,2.0,75,-23.557341,-46.6797854,929479,2
4.0,4.0,700,-23.560617,-46.647258,4442710,2
1.0,1.0,59,-23.590253,-46.6413353,507117,2
4.0,2.0,91,-23.6032617,-46.6272669,1130090,3
3.0,2.0,121,-23.6218788,-46.6375344,1100910,3
3.0,1.0,68,-23.5323068,-46.5757445,478831,3
4.0,3.0,210,-23.5812174,-46.6711621,2291980,3
3.0,1.0,98,-23.627757,-46.6654404,854646,3
3.0,1.0,100,-23.5859497,-46.7199379,665755,3
3.0,1.0,96,-23.598453,-46.620183,582274,1
3.0,1.0,61,-23.646142,-46.6670451,483193,2
1.0,1.0,77,-23.6183395,-46.63305,792703,3
4.0,5.0,337,-23.6111698,-46.7052732,2738530,1
3.0,2.0,168,-23.6068912,-46.6959343,2160750,3
4.0,4.0,264,-23.5499846,-46.6916289,3314800,1
1.0,1.0,38,-23.6336041,-46.7141935,412001,2
1.0,1.0,48,-23.6319076,-46.6425079,275422,2
3.0,2.0,115,-23.5394002,-46.67038,992109,1
2.0,2.0,87,-23.6205684,-46.6772197,1058380,2
3.0,3.0,137,-23.5994657,-46.6800771,1923960,2
3.0,2.0,101,-23.5689344,-46.7285144,584642,2
3.0,1.0,130,-23.5390179,-46.6594656,1341600,2
2.0,1.0,68,-23.5246801,-46.6907584,640437,3
3.0,1.0,130,-23.5445158,-46.6489295,1008650,3
4.0,3.0,197,-23.5722903,-46.6265608,1315060,3
2.0,2.0,62,-23.53332,-46.657964,536481,1
1.0,1.0,30,-23.6028306,-46.658864,322093,2
2.0,1.0,70,-23.588921,-46.7186199,388842,1
3.0,1.0,140,-23.5551402,-46.6842374,1218650,3
4.0,3.0,346,-23.5440652,-46.6596571,2834540,2
3.0,2.0,136,-23.5480596,-46.6571153,1460700,2
3.0,1.0,158,-23.5435819,-46.6621116,940813,2
3.0,2.0,159,-23.5619977,-46.6601488,1908140,3
3.0,3.0,262,-23.5372768,-46.6799311,2774900,2
4.0,3.0,197,-23.5245863,-46.6934921,1654800,1
2.0,2.0,57,-23.535914,-46.703109,616614,2
2.0,2.0,102,-23.596681,-46.6814296,1684480,1
2.0,1.0,67,-23.5596382,-46.6835202,663323,1
1.0,1.0,36,-23.4986439,-46.6223243,211636,1
3.0,2.0,106,-23.5407597,-46.6863733,1061160,2
2.0,2.0,136,-23.5914424,-46.7185268,1198860,2
4.0,4.0,159,-23.6290649,-46.6925819,1740370,1
2.0,1.0,57,-23.574854,-46.655201,915132,1
3.0,2.0,97,-23.4946386,-46.6312263,928269,3
3.0,2.0,212,-23.5624623,-46.6721048,3110070,1
1.0,1.0,50,-23.5536847,-46.6505033,964503,2
4.0,4.0,232,-23.606928,-46.663592,2247780,3
4.0,2.0,129,-23.6014984,-46.6495149,1057850,1
3.0,1.0,75,-23.5834017,-46.6771995,926578,2
3.0,1.0,120,-23.534846,-46.658818,1138070,1
3.0,2.0,260,-23.5628007,-46.6775887,2960450,2
4.0,4.0,376,-23.636288,-46.7141,3345410,1
4.0,4.0,295,-23.5020739,-46.6350033,2428120,1
3.0,2.0,156,-23.5381267,-46.6694944,1212560,1
4.0,3.0,141,-23.5617015,-46.60137,922931,1
5.0,4.0,490,-23.6274052,-46.7239944,2921780,3
1.0,2.0,79,-23.5439474,-46.6959278,1059360,2
3.0,3.0,240,-23.5608599,-46.6980745,2078320,1
2.0,2.0,123,-23.6011079,-46.7161175,1510090,2
4.0,2.0,140,-23.5249979,-46.7309089,1319610,3
1.0,1.0,55,-23.5706959,-46.7126299,357063,1
3.0,1.0,130,-23.5742068,-46.6313074,849910,2
3.0,2.0,156,-23.5606029,-46.6682912,2006430,3
3.0,2.0,122,-23.4939093,-46.6278989,901027,3
4.0,3.0,179,-23.5463906,-46.5697004,1260260,3
3.0,1.0,181,-23.5640729,-46.6446839,1874810,1
4.0,2.0,250,-23.5722415,-46.6342603,1822320,3
2.0,1.0,66,-23.5319911,-46.6642344,507394,3
4.0,5.0,306,-23.6054943,-46.6661785,4381710,2
2.0,1.0,96,-23.5827365,-46.6714342,951349,1
3.0,1.0,203,-23.5636034,-46.6710681,2838650,3
2.0,2.0,74,-23.562199,-46.6884666,945628,3
3.0,2.0,163,-23.6143711,-46.6893436,1827080,1
3.0,1.0,118,-23.5891367,-46.673744,955392,1
2.0,1.0,75,-23.6091814,-46.6385863,667762,2
2.0,1.0,100,-23.5474253,-46.65488,1120640,3
3.0,2.0,135,-23.5921792,-46.7205465,1131810,2
3.0,1.0,120,-23.5549352,-46.6634685,1344770,3
4.0,3.0,246,-23.5767089,-46.602818,2129690,3
2.0,2.0,215,-23.6109025,-46.6608563,2326530,2
4.0,3.0,254,-23.532816,-46.7265283,2313790,2
5.0,5.0,289,-23.5884742,-46.6476167,4033250,1
3.0,1.0,75,-23.6015534,-46.6317307,500765,1
4.0,4.0,292,-23.5908455,-46.6704021,4608210,1
3.0,2.0,89,-23.5270191,-46.6936648,900884,2
4.0,4.0,331,-23.6271223,-46.6440676,3775520,1
4.0,2.0,123,-23.5795835,-46.588484,706603,2
3.0,1.0,96,-23.5792264,-46.6728222,1344250,2
2.0,1.0,58,-23.5186888,-46.6555435,679591,3
2.0,3.0,112,-23.5722739,-46.6595012,2117610,3
3.0,2.0,125,-23.6059005,-46.6656885,1332390,2
3.0,1.0,85,-23.5705177,-46.6367858,724001,2
3.0,3.0,188,-23.5254602,-46.6932821,1593300,3
2.0,2.0,65,-23.5749713,-46.6240537,653219,1
3.0,2.0,109,-23.5528145,-46.6885441,761423,3
3.0,4.0,155,-23.5652892,-46.6630318,2587140,3
1.0,1.0,41,-23.5863595,-46.6749546,616110,1
4.0,3.0,185,-23.585134,-46.632858,1962190,2
2.0,1.0,44,-23.5982391,-46.6670927,638980,3
3.0,3.0,110,-23.612548,-46.7050219,701323,3
1.0,4.0,240,-23.5548043,-46.6871301,2747560,3
3.0,1.0,250,-23.5614806,-46.6623224,2881530,1
2.0,1.0,63,-23.6473319,-46.6418577,401918,2
2.0,1.0,58,-23.5781267,-46.6350168,503802,3
3.0,3.0,142,-23.6345426,-46.7258479,1147490,3
3.0,2.0,100,-23.5991946,-46.6060742,913074,2
2.0,1.0,82,-23.6115973,-46.6617376,976488,3
2.0,1.0,61,-23.5228577,-46.6972416,555255,3
3.0,3.0,300,-23.5519739,-46.7188534,3795400,3
3.0,2.0,144,-23.60883,-46.613139,1518250,1
3.0,2.0,118,-23.5899612,-46.628627,971458,2
3.0,1.0,135,-23.5630331,-46.6773278,1684200,3
1.0,1.0,50,-23.5629059,-46.68952,623779,1
2.0,2.0,92,-23.6253182,-46.7310531,1096480,3
4.0,1.0,168,-23.5755686,-46.6455216,1353770,2
4.0,3.0,185,-23.549669,-46.5703733,1090220,3
4.0,3.0,240,-23.603145,-46.616761,2116180,3
3.0,4.0,141,-23.5762596,-46.6145186,1214020,1
4.0,4.0,337,-23.5920622,-46.6077553,3267190,2
3.0,1.0,90,-23.5851713,-46.6446696,704301,1
2.0,1.0,67,-23.5431679,-46.6870126,622657,1
4.0,6.0,450,-23.6182419,-46.7330523,2638750,3
4.0,2.0,223,-23.5625589,-46.6608544,3271440,1
3.0,1.0,62,-23.5423554,-46.716605,527842,1
1.0,1.0,40,-23.6239366,-46.6828173,497489,2
2.0,1.0,86,-23.5560781,-46.6763965,851037,1
2.0,1.0,50,-23.5604487,-46.6422498,964503,1
3.0,1.0,96,-23.5656087,-46.6618112,1146970,2
3.0,2.0,95,-23.4964369,-46.6234237,917571,2
4.0,3.0,217,-23.6075781,-46.6632948,2271240,1
4.0,4.0,146,-23.5269968,-46.6948615,1557010,1
3.0,2.0,84,-23.6188157,-46.6065344,411007,1
3.0,1.0,56,-23.6060336,-46.7241689,359948,1
2.0,1.0,55,-23.5352452,-46.575463,378159,3
2.0,1.0,70,-23.55002,-46.6905123,677212,3
4.0,4.0,250,-23.5379458,-46.6670198,3859890,2
4.0,3.0,130,-23.6061535,-46.6734087,1621760,2
1.0,2.0,89,-23.5546844,-46.6744066,1324920,3
3.0,1.0,84,-23.5994616,-46.6897697,1182450,3
4.0,2.0,310,-23.5643594,-46.6468723,2731560,3
3.0,3.0,142,-23.6345426,-46.7258479,1147490,2
3.0,2.0,126,-23.6213805,-46.6747312,1168660,2
2.0,1.0,85,-23.5450559,-46.6869486,821518,1
3.0,2.0,75,-23.562737,-46.6430289,1106530,1
4.0,3.0,230,-23.5368114,-46.6598821,2231090,2
4.0,5.0,400,-23.5796423,-46.5895484,3040610,3
2.0,1.0,70,-23.4973911,-46.6418753,463474,2
4.0,4.0,296,-23.5345559,-46.717111,3370050,3
4.0,4.0,240,-23.6116789,-46.7047408,1381890,1
3.0,1.0,240,-23.5636939,-46.6694451,3224430,2
4.0,2.0,182,-23.5720558,-46.6608593,2433920,1
2.0,1.0,58,-23.6266207,-46.66551,758428,3
4.0,3.0,204,-23.4972726,-46.6365365,1752280,3
2.0,1.0,48,-23.6341192,-46.6402953,331419,3
4.0,3.0,210,-23.5731031,-46.6343588,2275050,1
2.0,1.0,80,-23.5029975,-46.6327688,533405,1
2.0,2.0,72,-23.5912438,-46.6277524,716312,1
3.0,2.0,150,-23.552211,-46.7199166,1926180,2
2.0,1.0,134,-23.5829995,-46.6047609,1060450,2
3.0,1.0,97,-23.5667775,-46.679581,1786850,1
2.0,1.0,85,-23.6130398,-46.6592264,779018,3
3.0,1.0,93,-23.6204828,-46.6749027,916893,1
3.0,3.0,200,-23.6271122,-46.7337225,1351330,3
3.0,3.0,140,-23.5797232,-46.6702255,1589890,1
3.0,2.0,133,-23.5685984,-46.6346432,1383160,2
2.0,2.0,68,-23.5638976,-46.6805998,673223,3
2.0,1.0,97,-23.585907,-46.646718,872112,1
2.0,2.0,109,-23.6288653,-46.6431841,1661380,2
2.0,1.0,71,-23.6003342,-46.682627,615544,2
2.0,1.0,90,-23.5794702,-46.6730649,1030170,1
2.0,1.0,51,-23.5311978,-46.65829,527890,3
3.0,1.0,270,-23.5531864,-46.6616357,2494200,3
4.0,1.0,130,-23.5639478,-46.649658,1346550,2
3.0,1.0,112,-23.5449849,-46.6534554,814577,3
3.0,2.0,95,-23.5341652,-46.6862965,918167,3
3.0,2.0,126,-23.5516845,-46.6874018,1083090,3
3.0,2.0,90,-23.5795235,-46.5885088,486633,2
1.0,1.0,37,-23.5718554,-46.6535788,468177,1
2.0,1.0,99,-23.5658531,-46.6447862,810641,1
2.0,1.0,60,-23.5834739,-46.6473315,539451,3
2.0,1.0,55,-23.5875271,-46.5987429,361845,1
4.0,3.0,245,-23.5808741,-46.6529586,2808160,3
4.0,3.0,252,-23.6129473,-46.6244062,2294360,1
3.0,2.0,170,-23.5636195,-46.6796788,1623950,3
4.0,3.0,191,-23.6174191,-46.7340533,1824950,1
4.0,5.0,233,-23.6366667,-46.73,1787150,3
3.0,1.0,66,-23.5549569,-46.6538549,969863,2
3.0,4.0,270,-23.6025889,-46.6448772,2504100,3
3.0,5.0,205,-23.5914053,-46.66987,4533250,2
1.0,1.0,72,-23.4923679,-46.6297631,689024,2
4.0,3.0,185,-23.549097,-46.6896647,1714700,3
3.0,2.0,90,-23.5920615,-46.6265614,955435,2
5.0,2.0,225,-23.5346105,-46.6820886,2283920,2
3.0,1.0,82,-23.6141232,-46.6831173,801699,2
3.0,1.0,64,-23.5197194,-46.7242167,638730,3
3.0,1.0,240,-23.557421,-46.6662968,3520830,1
3.0,2.0,84,-23.5422566,-46.5690626,591497,2
3.0,2.0,337,-23.5455583,-46.6547644,3928010,2
1.0,1.0,25,-23.58336,-46.6795658,488004,1
2.0,2.0,64,-23.5612713,-46.5805153,485070,2
4.0,4.0,235,-23.5703929,-46.6361994,3242140,2
4.0,4.0,324,-23.6274005,-46.738482,3041730,2
3.0,2.0,95,-23.5937752,-46.6283292,829215,2
2.0,1.0,57,-23.5541148,-46.6781983,584785,2
3.0,1.0,138,-23.5657504,-46.6607026,1693590,1
3.0,2.0,84,-23.556137,-46.6044715,564450,1
4.0,3.0,132,-23.625385,-46.6696492,1379480,1
3.0,1.0,85,-23.5606195,-46.5963794,715801,1
4.0,4.0,212,-23.5881629,-46.6707929,4201810,2
3.0,2.0,110,-23.627332,-46.719082,785531,1
3.0,2.0,132,-23.632889,-46.7298706,1301340,3
2.0,1.0,90,-23.537795,-46.6777663,869842,3
4.0,2.0,260,-23.535977,-46.655578,2834700,3
4.0,3.0,143,-23.609037,-46.618344,1353190,1
3.0,3.0,178,-23.6200619,-46.6790555,2210820,2
3.0,2.0,170,-23.5992597,-46.6780984,1997880,2
1.0,1.0,27,-23.5706925,-46.6985289,299452,3
3.0,1.0,220,-23.5477854,-46.6541004,2089500,2
2.0,2.0,60,-23.5790509,-46.6348541,656737,1
3.0,1.0,200,-23.5604681,-46.6644891,2296280,2
3.0,2.0,124,-23.5319572,-46.7271437,1188240,2
1.0,1.0,45,-23.5792907,-46.6369909,380788,3
2.0,2.0,146,-23.6049194,-46.7013241,1896000,1
3.0,3.0,190,-23.636288,-46.7141,1690500,3
1.0,1.0,35,-23.6068064,-46.6387132,311622,1
